X,Y,OBJECTID,Name_e,Nom_f,Noms_Alt_Names,Description,min_scale_echelle,max_scale_echelle,CONCISCODE
-116.228547113568,50.8617055383669,934246,Pinnacle Creek,,,,,,River//Cours d'eau
-116.422900185894,51.7970615382074,934247,Isabella Lake,,,BNP - 93N,,,Lake//Lac
-116.691811302764,51.883523702811,934248,Epaulette Creek,,,,,,River//Cours d'eau
-116.081369263542,50.545608599504,934249,Wilmer Lake,,Munn,BC ,,,Lake//Lac
-116.026671323799,50.6883383366571,934250,John McKay Creek,,,KNP,,,River//Cours d'eau
-115.934609256171,50.6739172417111,934251,Olive Lake,,,KNP,,,Lake//Lac
-115.955833281603,50.5809649582197,934252,Stoddart Creek,,,,,,River//Cours d'eau
-115.981666144572,50.6013207809301,934253,Shaft Creek,,,,,,River//Cours d'eau
-116.506396843114,51.5345614546017,934254,Fairy Creek,,,,,,River//Cours d'eau
-116.485298881439,51.4856129091813,934255,Hidden Lakes,,,Yoho,,,Lake//Lac
-116.366459792963,51.3633248075801,934256,Morning Glory Creek,,,Yoho,,,River//Cours d'eau
-116.159512493831,51.4004167406976,934257,Paradise Creek,,,,,,River//Cours d'eau
-116.141519366093,51.4010441962463,934258,Corral Creek,,,,,,River//Cours d'eau
-116.466091493149,51.2962368095866,934259,Silverslope Creek,,,,,,River//Cours d'eau
-116.577533412729,51.4556248864527,934260,Hamilton Lake,,,Yoho,,,Lake//Lac
-116.46026095576,51.2258910838296,934261,Martins Creek,,,Yoho,,,River//Cours d'eau
-116.264867142037,51.6630598581325,934262,Mosquito Creek,,,BNP-93N,,,River//Cours d'eau
-116.187011282592,50.9687887745189,934263,Symond Creek,,,BC,,,River//Cours d'eau
-115.825036410947,50.9585588006901,934264,Indian Creek,,,BC - Mt Assiniboine,,,River//Cours d'eau
-115.794573177207,50.9290482470274,934265,Indian Creek,,,BC - Mt Assiniboine,,,River//Cours d'eau
-116.923514411093,52.0666831912845,934266,Alexandra River,,,BNP - 93N,,,River//Cours d'eau
-116.512812516375,51.5836954661105,934267,Diableret Falls,,,,,,Falls//Chute
-116.073247862063,51.4728743967649,934268,Redoubt Lake,,,,,,Lake//Lac
-116.393280350294,51.3685381771321,934269,Cathedral Lakes,,,,,,Lake//Lac
-116.530347588069,51.431014195921,934270,Lone Duck Lake,,,Yoho,,,Lake//Lac
-115.993507253705,51.1106713213298,934271,Hawk Creek,,,Kootenay ,,,River//Cours d'eau
-116.413492544279,51.6860513232877,934272,Lake Helen,,,BNP - 93N,,,Lake//Lac
-116.773242123898,51.8175819972332,934273,Conway Creek,,,,,,River//Cours d'eau
-116.037773126108,50.5815448110356,934274,Dry Gulch,,,BC - Settled area ,,,Unincorporated area//Lieu non organisé
-115.819145391128,50.5106120895447,934275,Stanford Range,,,,,,Mountain//Mont
-116.902452064164,52.0920399408093,934276,Norman Lake,,,,,,Lake//Lac
-116.695021563908,52.0041591237824,934277,Owen Creek,,,,,,River//Cours d'eau
-116.369768288831,51.3629740148073,934278,Morning Glory Lakes,,,Series of lakes,,,Lake//Lac
-116.484217754729,51.4742065502157,934279,Yoho Lake,,,,,,Lake//Lac
-116.324101967667,51.3447171078929,934280,Cascade Lakes,,,,,,Lake//Lac
-116.553160308155,51.4253036029229,934281,Russell Creek,,,,,,River//Cours d'eau
-115.941624903428,51.541538941165,934282,Douglas Lake,,,,,,Lake//Lac
-115.816085613981,51.0227317544058,934283,Packer Creek,,,,,,River//Cours d'eau
-116.532688974691,51.1813584403025,934284,Steep Creek,,,,,,River//Cours d'eau
-116.492422554646,51.5897770632745,934285,Waves Creek,,,,,,River//Cours d'eau
-116.30200932334,51.6038783903589,934286,Hector Creek,,,BNP - 93N,,,River//Cours d'eau
-116.578183912496,51.850877795279,934287,Noyes Creek,,,,,,River//Cours d'eau
-115.864497972692,50.6486494359289,934288,Minnow Creek,,,KNP,,,River//Cours d'eau
-117.044699444908,52.1693291785822,934289,Nigel Creek,,,,,,River//Cours d'eau
-116.79729051196,52.0315163327015,934290,Wilson Icefield,,,,,,Glacier//Glacier
-116.490357248881,51.3288330772983,934291,Giddie Creek,,,,,,River//Cours d'eau
-116.254456942378,51.4301329807116,934292,Minewakun Lake,,,BNP-TCH,,,Lake//Lac
-116.707982712248,51.3550162488589,934293,Porcupine Creek,,,,,,River//Cours d'eau
-115.911350748144,51.4583549449657,934294,Gwendolyn Lake,,,,,,Lake//Lac
-116.387420107161,51.2309794059425,934295,Goodsir Creek,,,,,,River//Cours d'eau
-116.123943243249,51.1857378018365,934296,Tokumm Creek,,,,,,River//Cours d'eau
-116.035067521664,51.0084507613101,934297,Verendrye Creek,,,,,,River//Cours d'eau
-116.1575694968,51.1553387797598,934298,Ochre Creek,,,,,,River//Cours d'eau
-116.074931174698,51.0309221146897,934299,Serac Creek,,,,,,River//Cours d'eau
-116.053504150295,51.1879139514631,934300,Stanley Creek,,,,,,River//Cours d'eau
-116.250444676362,51.6275683197668,934301,Molar Creek,,,BNP-93N,,,River//Cours d'eau
-116.811308904131,51.8536315537285,934302,David Creek,,,,,,River//Cours d'eau
-115.925962093276,50.749525300809,934303,Nixon Creek,,,KNP,,,River//Cours d'eau
-116.226601933778,51.4140162344359,934304,Lake Louise,,,Lake,,,Lake//Lac
-73.276881206089,45.4494845664898,934305,Fort Chambly,Fort Chambly,Fort,,,,
-72.6588777463246,46.3969096489785,934306,Haut fourneau,Haut fourneau,,,,,
-72.6557568887938,46.3978794591049,934307,La tour,La tour,,,,,
-72.6572232244185,46.398287815725,934308,Grande Maison,Grande Maison,,,,,
-72.6547281379271,46.3974139157035,934309,Fontaine du diable,Fontaine du diable,,,,,
-72.6584288012585,46.3975114193453,934310,Forge haute,Forge haute,,,,,
-72.6557350217718,46.397917801722,934311,Forge basse,Forge basse,,,,,
-73.2679022308738,45.1210187342854,934312,Fort Lennox,Fort Lennox,,,,,
-73.2685084504932,45.1213473588884,934313,Barrack,Caserne,,,,,
-73.2680141930854,45.1219878639335,934314,Powder,Poudrière,,,,,
-73.2676332249671,45.1214926677229,934315,Officer's quarters,Logis de officiers,,,,,
-73.267214603284,45.1212313355207,934316,Guard house,Corps de garde,,,,,
-73.2671905018579,45.1208423851349,934317,Stewardship store,Magasin d'intendance,,,,,
-73.2676452486391,45.1205700550343,934318,Artillery store,Magasin d'artillerie,,,,,
-74.3718121714383,45.5650284172343,934319,Caserne Carillon,Caserne Carillon,,,,,
-73.6755337482098,45.4314377461677,934320,Warehouse Commerce de fourrures Lachine,Entrepôt Commerce de fourrures Lachine,,,,,
-79.461835762755,47.2879755987813,934321,Store Fort Témiscamingue,Magasin Fort Témiscamingue,,,,,
-79.4616974714628,47.2882851832135,934322,Dairy Fort Témiscamingue,Laiterie Fort Témiscamingue,,,,,
-79.4619968886027,47.2888295721339,934323,Carpentry workshop Fort Témiscamingue,Atelier de menuiserie Fort Témiscamingue,,,,,
-79.4617698928852,47.288909288416,934324,Blacksmith's Fort Témiscamingue,La forge Fort Témiscamingue,,,,,
-79.4613581060057,47.2888714621051,934325,Protestant cemetery Fort Témiscamingue,Cimetière protestant Fort Témiscamingue,,,,,
-79.4609003059553,47.2894394888894,934326,Catholic cemetery Fort Témiscamingue,Cimetière catholique Fort Témiscamingue,,,,,
-79.46069862772,47.289148468926,934327,Burial Area Fort Témiscamingue,Aire de sépulture Fort Témiscamingue,,,,,
-79.4591510623628,47.2893214800734,934328,Canoe workshop Fort Témiscamingue,Atelier de canot Fort Témiscamingue,,,,,
-79.4588951883771,47.2894302515459,934329,Ancestor's court Fort Témiscamingue,Cour des ancêtres Fort Témiscamingue,,,,,
-73.7577670570037,45.8525441440879,934330,Robinette's house (Laurier) Maison Sir Wilfrid Laurier,Maison Robinette (Laurier) Maison Sir Wilfrid Laurier,,,,,
-73.5516817689976,45.5111502978115,934331,Maison George-Étienne Cartier,Maison George-Étienne Cartier,,,,,
-73.5522249631802,45.509927522943,934332,Maison Papineau,Maison Papineau,,,,,
-71.8261745688474,45.242234137897,934333,Birth home Maison Louis S. St-Laurent,Maison natale Maison Louis S. St-Laurent,,,,,
-74.9456299373325,45.6459964119313,934334,Manor House Manoir Papineau,Manoir ségneurial Manoir papineau,,,,,
-74.9461452618488,45.6459975313391,934335,Family museum (Anglican churche) Manoir Papineau,Musée familial (Chapelle anglicane) Manoir Papineau,,,,,
-74.9468793654921,45.6455324661212,934336,Granary Manoir Papineau,Hangar à grains Manoir Papineau,,,,,
-72.9676009721774,46.6498845048409,934337,Saint-Mathieu's reception,Acceuil Saint-Mathieu,,,,,
-72.9679844352623,46.6502058113179,934338,Saint-Mathieu's parking,Stationnement Saint-Mathieu,,,,,
-72.9682655772061,46.6505909888901,934339,Saint-Mathieu's guard house,Maison de gardes Saint-Mathieu,,,,,
-72.9714545865368,46.6507523661013,934340,Saint-Mathieu's kiosk reception,Kiosque de perception Saint-Mathieu,,,,,
-72.9955760127103,46.6644589034561,934341,Garbage station Mistagance,Station de vidange Mistagance,,,,,
-72.9947056882822,46.6652689633955,934342,Perception kiosk Mistagance,Kiosque de perception Mistagance,,,,,
-72.9934545766873,46.6657531923734,934343,Amphitheater Mistagance,Amphithéâtre Mistagance,,,,,
-72.9927322593052,46.6654234018419,934344,Wood court Mistagance,Cour à bois Mistagance,,,,,
-72.9940025421404,46.6635988955786,934345,Playgroud Mistagance,Aire de jeu Mistagance,,,,,
-72.993509860261,46.6640574431769,934346,Camping Mistagance,Camping Mistagance,,,,,
-72.9963345204106,46.6665586416933,934347,Service building Mistagance,Bâtiment de services Mistagance,,,,,
-72.9965781696761,46.6666038464601,934348,Recycling/garbage Mistagance,Recyclage/poubelle Mistagance,,,,,
-73.0036025672138,46.6709106215225,934349,Trail's start Shewenegan 1,Début sentier Shewenegan 1,,,,,
-73.0051154272494,46.6708846621186,934350,Trail's start Shewenegan 2,Début sentier Shewenegan 2,,,,,
-73.0047658761151,46.6708326321116,934351,Parking Shewenegan,Stationnement Shewenegan,,,,,
-73.0058925242355,46.6698079109453,934352,Canoe's start Wapizagonke-Sud,Départ canôt Wapixagonke-Sud,,,,,
-73.0055301254214,46.6697047161739,934353,Trail's start Shewenegan-Esker,Départ sentier Shewenegan-Esker,,,,,
-73.0054900273793,46.6696835127688,934354,Recycling/garbage Picnic Shewenegan,Recyclage/poubelle Pique-nique Shewenegan,,,,,
-73.0059430699662,46.672037130115,934355,Picnic Shewenegan,Pique-nique Shewenegan,,,,,
-73.006570027833,46.6720023609296,934356,Shore Wapizagonke p03,Plage Wapizagonke p03,,,,,
-73.0063201075307,46.6724733030572,934357,Trail's start Les Cascades,Début sentier Les Cascades,,,,,
-73.0059131408513,46.6725734448146,934358,Shelter picnic Shewenegan,Abri pique-nique Shewenegan,,,,,
-73.0066857406251,46.6744856073119,934359,Embarkation rental Wapizagonke-Sud,Location d'embarquation Wapizagonke-Sud,,,,,
-73.0085874707884,46.6727466495134,934360,Shore Wapizagonke p04,Plage Wapizagonke p04,,,,,
-73.0103825901241,46.6731724067011,934361,Belvedere Cascade,Belvédère Cascade,,,,,
-73.0125669716688,46.6705410494333,934362,Belvedere Les falaises,Belvédère Les falaises,,,,,
-73.0135442085251,46.670064576644,934363,Belvedere Les falaises-Vallerand,Belvédère Les falaises-Vallerand,,,,,
-73.0162383706666,46.6732521925476,934364,Belvedere Les falaises,Belvédère Les falaises,,,,,
-73.0160841363507,46.6763352756899,934365,Trail's start Les cascades-Les falaises,Début sentier Les cascades-Les falaises,,,,,
-73.0160077826858,46.6663365044755,934366,Belvedere Les falaises,Belvédère Les falaises,,,,,
-73.0096161446571,46.6672520904282,934367,Vallerand's house,Maison Vallerand,,,,,
-73.0139334795443,46.6634980801512,934368,Trail's start Esker (cyclable),Début sentier Esker (cyclable),,,,,
-73.0187496386708,46.6582033911454,934369,Shore Wapizagonke p01,Plage Wapizagonke p01,,,,,
-73.0152854268795,46.6583282574817,934370,Shore Wapizagonke p02,Plage Wapizagonke p02,,,,,
-73.0142341138139,46.6595095361457,934371,Picnic Esker,Pique-Nique Esker,,,,,
-73.0140645170099,46.6594098504874,934372,Service building Esker,Bâtiment de services Esker,,,,,
-73.0131642059005,46.6592728944384,934373,Trail's start Esker,Début sentiier Esker,,,,,
-73.0125345234395,46.6593233442918,934374,Parking Esker,Stationnement Esker,,,,,
-73.0126829485186,46.6598020708665,934375,Trail's start La tourbière,Début sentier La tourbière,,,,,
-73.011396675368,46.6598591476634,934376,Trail's start Esker-La clairière,Début sentier Esker-La clairière,,,,,
-73.0085395277246,46.6759819852016,934377,Shore Wapizagonke p06,Plage Wapizagonke p06,,,,,
-73.007266400055,46.675973092895,934378,Shore Wapizagonke p05,Plage Wapizagonke p05,,,,,
-73.0059311812449,46.6777619126981,934379,Shore Wapizagonke p07,Plage Wapizagonke p07,,,,,
-73.0028657702724,46.6832139644538,934380,Shore Wapizagonke p08,Plage Wapizagonke p08,,,,,
-73.0117125077907,46.6841558823242,934381,Shore Wapizagonke p10,Plage Wapizagonke p10,,,,,
-73.0135063749466,46.6917840998993,934382,Shore Wapizagonke p09,Plage Wapizagonke p09,,,,,
-73.0141021390268,46.6925885368392,934383,Shore Wapizagonke p11,Plage Wapizagonke p11,,,,,
-73.0185432460545,46.6992651191684,934384,Shore Wapizagonke p12,Plage Wapizagonke p12,,,,,
-73.0261930379807,46.7148257240708,934385,Shore Wapizagonke p13,Plage Wapizagonke p13,,,,,
-73.0365842600665,46.7206967431724,934386,Shore Wapizagonke p14,Plage Wapizagonke p14,,,,,
-73.0369333208463,46.7209288841894,934387,Trail's start Wapi-Caribou,Début sentier Wapi-Caribou,,,,,
-73.0347186326071,46.6798957846828,934388,Parking Boyer lake,Stationnement lac Boyer,,,,,
-73.034719843263,46.6800062518904,934389,Picnic Boyer lake,Pique-nique lac Boyer,,,,,
-73.0412346059654,46.6853284250112,934390,Parking Modène lake,Stationnement lac Modène,,,,,
-73.0413309706477,46.6854165914741,934391,Picnic Modène lake,Pique-nique lac Modène,,,,,
-73.020991272075,46.6858797265137,934392,Trail's start Îles-aux-Pins,Début sentier Îles-aux-Pins,,,,,
-73.0209963145613,46.6854996429162,934393,Parking Îles-aux-Pins,Stationnement Îles-aux-Pins,,,,,
-73.0204702063619,46.6855379427853,934394,Belvedere Îles-aux-Pins,Belvédère Îles-aux-Pins,,,,,
-73.0339144843716,46.7086998891358,934395,Parking Vide-Bouteille,Stationnement Vide-Bouteille,,,,,
-73.0338052234493,46.7087395348196,934396,Picnic Vide-Bouteille,PIque-nique Vide-Bouteille,,,,,
-73.0586794471573,46.7210360350417,934397,Parking Caribou,Stationnement Caribou,,,,,
-73.0587930699094,46.7207360648455,934398,Trail's start Caribou,Début sentier Caribou,,,,,
-73.0588427412914,46.7207204633447,934399,Recycling/garbage lac Caribou,Recyclage/poubelle Lac Caribou,,,,,
-73.0620920946544,46.7202336117422,934400,Canoe's start Caribou,Départ de canôt Caribou,,,,,
-73.0622139360134,46.7203631290361,934401,Shore Caribou p02,Plage Caribou p02,,,,,
-73.0953066765649,46.7241822442275,934402,Shore Caribou p03,Plage Caribou p03,,,,,
-73.1128996995218,46.7187591837147,934403,Shore Caribou p01,Plage Caribou p01,,,,,
-73.1098071447268,46.7258753667295,934404,Shore Caribou p04,Plage Caribou p04,,,,,
-73.1137927402957,46.7256152759398,934405,Shore Baies-des-Onzes-Iles p01,Plage Baies-des-Onzes-Iles p01,,,,,
-73.1091268333881,46.7278762983483,934406,Shore Baies-des-Onzes-Iles p02,Plage Baies-des-Onzes-Iles p02,,,,,
-73.1089846568607,46.7357397674182,934407,Shore Baies-des-Onzes-Iles p03,Plage Baies-des-Onzes-Iles p03,,,,,
-73.1173496086808,46.7205520372259,934408,Shore Baie de Cobb p01,Plage Baie de Cobb p01,,,,,
-73.132720071512,46.730092102624,934409,Trail's start Cobb-Maréchal,Début sentier Cobb-Maréchal,,,,,
-73.1499181755196,46.7438973525957,934410,Trail's start Maréchal-Tessier,Début sentier Maréchal-Tessier,,,,,
-73.1447788788547,46.7581865974117,934411,Trail's start Tessier-Maréchal,Début sentier Tessier-Maréchal,,,,,
-73.1154313656284,46.7608657294491,934412,Belvedere  Vieux Charles,Belvédère Vieux Charles,,,,,
-73.103431216332,46.7598689585715,934413,Trail's start Waber-Wapi,Début sentier Waber-Wapi,,,,,
-73.1045354953039,46.7596956862667,934414,Trail's start Triangle Wapi-Waber-Gamac,Début sentier Triangle Wapi-Waber-Gamac,,,,,
-73.091629254686,46.7532896023545,934415,Trail's start De la halte-Wapi,Début sentier De la halte-Wapi,,,,,
-73.0991595763301,46.7476994194763,934416,Trail's start Wapi-De la halte,Début sentier Wapi-De la halte,,,,,
-73.1036343503956,46.7617961389343,934417,Trail's start Anticagamac-Wapi,Début sentier Anticagamac-Wapi,,,,,
-73.0830874343517,46.7644951018105,934418,Trail's start Wapi-Avalon,Début sentier Wapi-Avalon,,,,,
-73.1260942680493,46.7732350977695,934419,Belvedere Anticagamac,Belvédère Anticagamac,,,,,
-73.1213454513357,46.7736147071172,934420,Trail's start Waber-Anticagamac,Début sentier Waber-Anticagamac,,,,,
-73.071745335955,46.760362736384,934421,Trail's start Wapi 3-4,Début sentier Wapi 3-4,,,,,
-73.0703249208425,46.7621116799898,934422,Trail's start Wapi-Houle,Début sentier Wapi-Houle,,,,,
-73.0646729664374,46.7557435873463,934423,Shore Wapizagonke p20,Plage Wapizagonke p20,,,,,
-73.056766023523,46.7560505249711,934424,Shore Wapizagonke p21,Plage Wapizagonke p21,,,,,
-73.0539076679216,46.7525191439271,934425,Shore Wapizagonke p19,Plage Wapizagonke p19,,,,,
-73.0538904456626,46.7514720938547,934426,Shore Wapizagonke p22,Plage Wapizagonke p22,,,,,
-73.0470947763923,46.7484268257733,934427,Shore Wapizagonke p18,Plage Wapizagonke p18,,,,,
-73.038082492546,46.7384010738013,934428,Shore Wapizagonke p17,Plage Wapizagonke p17,,,,,
-73.0377057536334,46.7352604782204,934429,Shore Wapizagonke p16,Plage Wapizagonke p16,,,,,
-73.037781130501,46.7304270786588,934430,Shore Wapizagonke p 15,Plage Wapizagonke p15,,,,,
-73.0735996490855,46.7367433785755,934431,Belvedere Gabet lake,Belvédère lac Gabet,,,,,
-73.0646502018306,46.739536943549,934432,Parking Gabet,Stationnement Gabet,,,,,
-73.0647050731629,46.7397146323909,934433,Trail's start Gabet,Début sentier Gabet,,,,,
-73.055822057287,46.7516660700418,934434,Parking Wapizagonke,Stationnement Wapizagonke,,,,,
-73.055656941316,46.7510935067398,934435,Recycling/garbage picnic Wapizagonke,Recyclage/poubelle pique-nique Wapizagonke,,,,,
-73.0548815279662,46.7513986715662,934436,Service building picnic Wapizagonke,Bâtiment de services pique-nique Wapizagonke,,,,,
-73.0541331454446,46.7509912350609,934437,Picnic Wapizagonke,Pique-nique Wapizagonke,,,,,
-73.0547024067069,46.7503380284162,934438,Canoe start Wapizagonke-nord,Départ de canôt Wapzsgonke-nord,,,,,
-73.0552023334839,46.7497164187842,934439,Embarkation rental Wapizagonke-nord,Location d'embarquation Wapizagonke-nord,,,,,
-73.044992366566,46.7395425513187,934440,Perception kiosk Wapizagonke,Kiosque de perception Wapizagonke,,,,,
-86.3941083076797,48.7286454280691,934441,Skin Island,Île Skin,,,,,Island//Île
-86.4280585908135,48.7244671829503,934442,Hawkins Island,Île Hawkins,,,,,Island//Île
-86.4046600163348,48.7180970801959,934443,The Peninsula,,,,,,Cape//Cap
-86.4017726147376,48.7173758956529,934444,Peninsula Hill,,,,,,Mountain//Mont
-86.4419770288606,48.7300771952677,934445,Manitoba Shoal,Haut-fond Manitoba,,,,,Shoal//Haut-fond
-86.4175172202191,48.7261899961969,934446,Senlis Shoal,Haut-fond Senlis,,,,,Shoal//Haut-fond
-86.3915277121982,48.7241376978285,934447,Jellicoe Cove,Anse Jellicoe,,,,,Bay//Baie
-86.3980775155973,48.7303594975463,934448,Meaux Shoal,Haut-fond Meaux,,,,,Shoal//Haut-fond
-86.4064965178767,48.7338003978658,934449,Peninsula Harbour,Havre Peninsula,,,,,Bay//Baie
-86.4459768319712,48.7362824954166,934450,Ypres Point,Pointe Ypres,,,,,Cape//Cap
-86.4336081700718,48.7357191391843,934451,Yser Point,Pointe Yser,,,,,Cape//Cap
-86.4154344227224,48.7467206986772,934452,Beatty Cove,Anse Beatty,,,,,Bay//Baie
-86.4021058186953,48.7471403000918,934453,Carden Cove,Anse Carden,,,,,Bay//Baie
-86.4078668570472,48.7450020990949,934454,Neuve Chapelle Point,Pointe Neuve Chapelle,,,,,Cape//Cap
-86.429226003041,48.7530234821887,934455,Mons Point,Pointe Mons,,,,,Cape//Cap
-86.4229264265627,48.7565091997964,934456,Sturdy Cove,Anse Sturdy,,,,,Bay//Baie
-86.4245454805244,48.7583989719254,934457,Charleroi Point,Pointe Charleroi,,,,,Cape//Cap
-86.4311547313883,48.7681975007677,934458,Port Munro,,,,,,Bay//Baie
-86.4472451362493,48.7666296000475,934459,Craddock Cove,Anse Craddock,,,,,Bay//Baie
-86.4882760501558,48.7681402976558,934460,Red Sucker Cove,Anse Red Sucker,,,,,Bay//Baie
-86.5093751556378,48.7591489948995,934461,Mink Harbour,Havre Mink,,,,,Bay//Baie
-86.5303915816944,48.7631318511671,934462,Coldwell,Coldwell,,No longer inhabited,,,Village//Village
-86.5322480612235,48.7507604919601,934463,Port Coldwell,,,,,,Bay//Baie
-86.5281165589393,48.7483830921584,934464,Lone Pine Point,Pointe Lone Pine,,,,,Cape//Cap
-86.4735209502767,48.7499069153107,934465,Peninsula Bay,Baie Peninsula,,,,,Bay//Baie
-86.5411859615044,48.7344488890299,934466,Devils Cove,Anse Devils,,,,,Bay//Baie
-86.5334153590849,48.7305501892773,934467,Devils Gap,,,,,,Bay//Baie
-86.5297265559236,48.7174695871257,934468,Slyboots Rock,Haut-fond Slyboots,,,,,Shoal//Haut-fond
-86.5347581564249,48.71174758606,934469,McKay Rocks,Haut-fond McKay,,,,,Shoal//Haut-fond
-86.5612054631265,48.702420682811,934470,Black Rock,Haut-fond Black,,,,,Shoal//Haut-fond
-86.4425645229776,48.6857694882649,934471,Uncle Bobs Bank,Haut-fond Uncle Bob,,,,,Shoal//Haut-fond
-86.5100274419958,48.6728490826305,934472,Fred Shoal,Haut-fond Fred,,,,,Shoal//Haut-fond
-86.5190377473094,48.6905797843945,934473,Hale Rock,Haut-fond Hale,,,,,Shoal//Haut-fond
-86.5646582770956,48.7268012633609,934474,Johnson Harbour,Havre Johnson,,,,,Bay//Baie
-86.6167970917941,48.7780202900772,934475,Prisoner Cove,Anse Prisoner,,,,,Bay//Baie
-86.5913957800694,48.7531436884043,934476,Neys Provincial Park,Parc provincial Neys,,,,,Conservation area//Zone de préservation
-86.586558677715,48.7431933870258,934477,Coldwell Peninsula,,,,,,Cape//Cap
-86.5654781713294,48.7485863889718,934478,Premier Mountain,Mont Premier,,,,,Mountain//Mont
-86.6356283103216,48.7308317773559,934479,Guse Point,Pointe Guse,,,,,Cape//Cap
-86.6043077801801,48.7248395838103,934480,Thompson Channel,Chenal Thompson,,,,,Channel//Chenal
-86.6392226006222,48.7268000686808,934481,Nicoll Shoal,Haut-fond Nicoll,,,,,Shoal//Haut-fond
-86.6354454900834,48.7223098814365,934482,Moss Point,Pointe Moss,,,,,Cape//Cap
-86.6443963914743,48.7124074795235,934483,Windy Bay,Baie Windy,,,,,Bay//Baie
-86.5881414323558,48.7141018804014,934484,McDonald Islands,Îles McDonald,,,,,Island//Île
-86.6120606807967,48.6835869753274,934485,Allouez Island,Île Allouez,,,,,Island//Île
-86.6204743815073,48.6975606784561,934486,South Bay,Baie South,,,,,Bay//Baie
-86.5478983332808,48.7177183676526,934487,Sullivan Island,Île Sullivan,,,,,Island//Île
-86.5564277101344,48.7231644214096,934488,Foster Island,Île Foster,,,,,Island//Île
-86.7169252236923,48.7715772823456,934489,Ashburton Bay,Baie Ashburton,,,,,Bay//Baie
-86.8638286376889,48.7453744552454,934490,Bottle Point,Pointe Bottle,,,,,Cape//Cap
-86.8547655636498,48.7493680700016,934491,Cork Cove,Anse Cork,,,,,Bay//Baie
-86.8665377679187,48.7483075694532,934492,Bottle Cove,Anse Bottle,,,,,Bay//Baie
-86.9946468078504,48.7409681596329,934493,Jackfish Channel,Chenal Jackfish,,,,,Channel//Chenal
-86.9397778861582,48.6852803911247,934494,Spar Island,Île Spar,,,,,Island//Île
-86.9822433271514,48.6928928072729,934495,Delaute Island,ÎIe Delaute,,,,,Island//Île
-86.981684814247,48.6871883691508,934496,Francois Island,Île Francois,,,,,Island//Île
-86.9776398621018,48.6842492247646,934497,Dupuis Island,Île Dupuis,,,,,Island//Île
-87.0535864985754,48.6772826524539,934498,Mortimer Island,Île Mortimer,,,,,Island//Île
-86.9336191328479,48.6785473351676,934499,Leadman Island,Île Leadman,,,,,Island//Île
-86.9398374511137,48.6775761229975,934500,Fish Island,Île Fish,,,,,Island//Île
-86.9393947701156,48.6806193804012,934501,Cape Island,Île Cape,,,,,Island//Île
-87.0088172410291,48.6462383714954,934502,Patterson Island,Île Patterson,,,,,Island//Île
-86.9984040806728,48.6273044186616,934503,Sunday Harbour,Havre Sunday,,,,,Bay//Baie
-86.9781727878464,48.6496001482331,934504,Slate Islands Provincial Park,Parc provincial Slate Islands,,,,,Conservation area//Zone de préservation
-86.9697537949448,48.626227627882,934505,Shell Island,Île Shell,,,,,Island//Île
-87.073413521402,48.6662779440355,934506,Barnard Point,Pointe Barnard,,,,,Cape//Cap
-87.0138017283094,48.6711292760008,934507,McColl Island,Île McColl,,,,,Island//Île
-87.0547699128041,48.6546280439417,934508,William Point,Pointe William,,,,,Cape//Cap
-87.0558765138281,48.6528600433764,934509,Golden Slipper,,,,,,Cape//Cap
-87.0324401019302,48.6262035417596,934510,Horace Point,Pointe Horace,,,,,Cape//Cap
-87.0363261036685,48.6326879423363,934511,Horace Cove,Anse Horace,,,,,Bay//Baie
-87.0038236921111,48.6209050429791,934512,Sunday Point,Pointe Sunday,,,,,Cape//Cap
-87.0038286413348,48.6754647867382,934513,Bowes Island,Île Bowes,,,,,Island//Île
-87.0001741981291,48.6687482498648,934514,McGreevy Harbour,Havre McGreevy,,,,,Bay//Baie
-87.0224516883423,48.671495065877,934515,Kate Rock,Haut-fond Kate,,,,,Shoal//Haut-fond
-87.0285651687767,48.6821547772645,934516,Copper Harbour,Havre Copper,,,,,Bay//Baie
-87.029955611744,48.695599951381,934517,Frank Rock,Haut-fond Frank,,,,,Shoal//Haut-fond
-87.0442073152557,48.6921476495473,934518,Dahl Shoal,Haut-fond Dahl,,,,,Shoal//Haut-fond
-87.021208503631,48.6596883465656,934519,Lawrence Bay,Baie Lawrence,,,,,Bay//Baie
-87.0085370324737,48.6588877186002,934520,Jacks Bay,Baie Jacks,,,,,Bay//Baie
-87.0339470568056,48.6473449409656,934521,Hart Lake,Lac Hart,,,,,Lake//Lac
-87.0449680225499,48.632579200535,934522,Pass Lake,Lac Pass,,,,,Lake//Lac
-87.0119495317685,48.650931734647,934523,King Lake,Lac King,,,,,Lake//Lac
-87.0125641329659,48.6468544117799,934524,Round Lake,Lac Round,,,,,Lake//Lac
-87.0177042595104,48.6421175803236,934525,Beaver Dam Lake,Lac Beaver Dam,,,,,Lake//Lac
-87.0129545239634,48.641072832427,934526,Peninsula Lake,Lac Peninsula,,,,,Lake//Lac
-86.9758319160147,48.6636809030755,934527,High Dam Lake,Lac High Dam,,,,,Lake//Lac
-86.988456947774,48.6584039644548,934528,Veronica Lake,Lac Veronica,,,,,Lake//Lac
-86.9884412040072,48.6530633217739,934529,Messy Lake,Lac Messy,,,,,Lake//Lac
-86.9839022088661,48.6532229259786,934530,Floating Island Lake,Lac Floating Island,,,,,Lake//Lac
